#SURF	Chip	Calib
0	0	0
0	1	0
0	2	0
0	3	0
1	0	-0.368682
1	1	-0.288725
1	2	-0.232605
1	3	-0.124327
2	0	0.215833
2	1	0.188996
2	2	0.13893
2	3	0.181382
3	0	-0.838427
3	1	-0.836014
3	2	-0.81269
3	3	-0.774204
4	0	-0.403033
4	1	-0.452728
4	2	-0.64119
4	3	-0.63003
5	0	0.202522
5	1	0.198748
5	2	0.10831
5	3	0.144313
6	0	0.73552
6	1	0.74037
6	2	0.68244
6	3	0.71336
7	0	1.92434
7	1	1.89059
7	2	1.72201
7	3	1.81442
